ColorId,CanonicalColorId,Status,PrimaryName,Aliases,RegistryNotes,BreedContext,ColorGroup,BaseSeries,OrangeState,Dilution,AgoutiState,SilverState,WhiteState,PointState,PatternState,SexRestriction,DisplayAllowed,InputAllowed,OutputPriority,SourceCodes,SourceNames,GeneticRuleSource,Notes
blue_silver_patched_mackerel_tabby_white,blue_silver_patched_mackerel_tabby_white,canonical,Blue Silver Patched Mackerel Tabby-White,,,general,patched_tabby,black,tortie,dilute,agouti,silver,white,full,mackerel,female_only,true,true,80,389,Blue Silver Pt Mc Tabby-W,current_map,"正規化: Mc→Mackerel, Pt→Patched (Point ではない), Tabby-W→Tabby-White"
blue_silver_patched_spotted_tabby,blue_silver_patched_spotted_tabby,canonical,Blue Silver Patched Spotted Tabby,,,general,patched_tabby,black,non_orange,dilute,agouti,silver,none,full,spotted,female_only,true,true,80,423,Blue Silver Pt Sp Tabby,inferred,"正規化: Pt→Patched (Point ではない), Sp→Spotted / 遺伝子座はマップ未収載のため名前から推定。"
blue_silver_patched_tabby,blue_silver_patched_tabby,canonical,Blue Silver Patched Tabby,,,general,patched_tabby,black,tortie,dilute,agouti,silver,none,full,tabby,female_only,true,true,80,364,Blue Silver Patched Tabby,current_map,
blue_silver_patched_tabby_white,blue_silver_patched_tabby_white,canonical,Blue Silver Patched Tabby-White,,,general,patched_tabby,black,tortie,dilute,agouti,silver,white,full,tabby,female_only,true,true,80,302,Blue Silver Pt Tabby-White,current_map,正規化: Pt→Patched (Point ではない)
blue_silver_spotted_tabby,blue_silver_spotted_tabby,canonical,Blue Silver Spotted Tabby,,,general,silver_tabby,black,non_orange,dilute,agouti,silver,none,full,spotted,unrestricted,true,true,80,399,Blue Silver Spotted Tabby,inferred,遺伝子座はマップ未収載のため名前から推定。
blue_silver_spotted_tabby_white,blue_silver_spotted_tabby_white,canonical,Blue Silver Spotted Tabby-White,,,general,silver_tabby,black,non_orange,dilute,agouti,silver,white,full,spotted,unrestricted,true,true,80,426,Blue Silver Sp Tabby-W,inferred,"正規化: Sp→Spotted, Tabby-W→Tabby-White / 遺伝子座はマップ未収載のため名前から推定。"
blue_silver_tabby,blue_silver_tabby,canonical,Blue Silver Tabby,,,general,silver_tabby,black,non_orange,dilute,agouti,silver,none,full,tabby,unrestricted,true,true,80,151,Blue Silver Tabby,current_map,
blue_silver_tabby_white,blue_silver_tabby_white,canonical,Blue Silver Tabby-White,,,general,silver_tabby,black,non_orange,dilute,agouti,silver,white,full,tabby,unrestricted,true,true,80,286,Blue Silver Tabby-White,current_map,
blue_silver_ticked_tabby,blue_silver_ticked_tabby,canonical,Blue Silver Ticked Tabby,,,general,silver_tabby,black,non_orange,dilute,agouti,silver,none,full,ticked,unrestricted,true,true,80,492,Blue Silver Ticked Tabby,current_map,
blue_silver_white,blue_silver_white,canonical,Blue Silver-White,,,general,solid,black,non_orange,dilute,solid,silver,white,full,none,unrestricted,true,true,80,450,Blue Silver-White,current_map,
blue_smoke,blue_smoke,canonical,Blue Smoke,,,general,smoke,black,non_orange,dilute,solid,smoke,none,full,none,unrestricted,true,true,80,71,Blue Smoke,current_map,Smoke = solid(a/a) + inhibitor I/-。Shell/Shaded/Chinchilla/Golden(Wb系)とは別系統。
blue_smoke_white,blue_smoke_white,canonical,Blue Smoke-White,,,general,smoke,black,non_orange,dilute,solid,smoke,white,full,none,unrestricted,true,true,80,49,Blue Smoke-White,current_map,Smoke = solid(a/a) + inhibitor I/-。Shell/Shaded/Chinchilla/Golden(Wb系)とは別系統。
cameo,cameo,canonical,Cameo,,,general,solid,red,orange,dense,solid,cameo,none,full,none,unrestricted,true,true,80,7,Cameo,current_map,
cameo_classic_tabby,cameo_classic_tabby,canonical,Cameo Classic Tabby,,map_only: 元データに無く cat_color_genetic_map.csv のみに存在,general,silver_tabby,red,orange,dense,agouti,cameo,none,full,classic,unrestricted,true,true,80,501,[map] Cameo Classic Tabby,current_map,
cameo_classic_tabby_white,cameo_classic_tabby_white,canonical,Cameo Classic Tabby-White,,map_only: 元データに無く cat_color_genetic_map.csv のみに存在,general,silver_tabby,red,orange,dense,agouti,cameo,white,full,classic,unrestricted,true,true,80,502,[map] Cameo Classic Tabby-White,current_map,
cameo_mackerel_tabby,cameo_mackerel_tabby,canonical,Cameo Mackerel Tabby,,,general,silver_tabby,red,orange,dense,agouti,cameo,none,full,mackerel,unrestricted,true,true,80,141,Cameo Mackerel Tabby,current_map,
cameo_mackerel_tabby_white,cameo_mackerel_tabby_white,canonical,Cameo Mackerel Tabby-White,,,general,silver_tabby,red,orange,dense,agouti,cameo,white,full,mackerel,unrestricted,true,true,80,193,Cameo Mc Tabby-White,current_map,正規化: Mc→Mackerel
cameo_red_smoke_white,cameo_red_smoke_white,canonical,Cameo Red Smoke-White,,,general,smoke,red,orange,dense,solid,smoke,white,full,none,unrestricted,true,true,80,54,Cameo Red Smoke-White,current_map,Smoke = solid(a/a) + inhibitor I/-。Shell/Shaded/Chinchilla/Golden(Wb系)とは別系統。
cameo_smoke,cameo_smoke,canonical,Cameo Smoke,,,general,smoke,red,orange,dense,solid,smoke,none,full,none,unrestricted,true,true,80,75,Cameo Smoke,current_map,Smoke = solid(a/a) + inhibitor I/-。Shell/Shaded/Chinchilla/Golden(Wb系)とは別系統。
cameo_spotted_tabby,cameo_spotted_tabby,canonical,Cameo Spotted Tabby,,,general,silver_tabby,red,orange,dense,agouti,cameo,none,full,spotted,unrestricted,true,true,80,422,Cameo Spotted Tabby,inferred,遺伝子座はマップ未収載のため名前から推定。
cameo_tabby,cameo_tabby,canonical,Cameo Tabby,,団体/補足タグ: Red Silver,general,silver_tabby,red,orange,dense,agouti,cameo,none,full,tabby,unrestricted,true,true,80,140 | 386,Cameo Tabby | Cameo(Red Silver) Tabby,current_map,
cameo_tabby_white,cameo_tabby_white,canonical,Cameo Tabby-White,,,general,silver_tabby,red,orange,dense,agouti,cameo,white,full,tabby,unrestricted,true,true,80,192,Cameo Tabby-White,current_map,
cameo_white,cameo_white,canonical,Cameo-White,,,general,solid,red,orange,dense,solid,cameo,white,full,none,unrestricted,true,true,80,39,Cameo-White,current_map,
chocolate_silver_spotted_tabby,chocolate_silver_spotted_tabby,canonical,Chocolate Silver Spotted Tabby,,,general,silver_tabby,chocolate,non_orange,dense,agouti,silver,none,full,spotted,unrestricted,true,true,80,392,Chocolate Silver Spotted Tabby,inferred,遺伝子座はマップ未収載のため名前から推定。
chocolate_silver_tabby,chocolate_silver_tabby,canonical,Chocolate Silver Tabby,,map_only: 元データに無く cat_color_genetic_map.csv のみに存在,general,silver_tabby,chocolate,non_orange,dense,agouti,silver,none,full,tabby,unrestricted,true,true,80,509,[map] Chocolate Silver Tabby,current_map,
chocolate_silver_tabby_white,chocolate_silver_tabby_white,canonical,Chocolate Silver Tabby-White,,,general,silver_tabby,chocolate,non_orange,dense,agouti,silver,white,full,tabby,unrestricted,true,true,80,,Chocolate Silver Tabby-White,inferred,遺伝子座はマップ未収載のため名前から推定。
cream_cameo,cream_cameo,canonical,Cream Cameo,,,general,solid,red,orange,dilute,solid,cameo,none,full,none,unrestricted,true,true,80,335,Cream Cameo,inferred,遺伝子座はマップ未収載のため名前から推定。
cream_cameo_mackerel_tabby,cream_cameo_mackerel_tabby,canonical,Cream Cameo Mackerel Tabby,,,general,silver_tabby,red,orange,dilute,agouti,cameo,none,full,mackerel,unrestricted,true,true,80,330,Cream Cameo Mc Tabby,inferred,正規化: Mc→Mackerel / 遺伝子座はマップ未収載のため名前から推定。
cream_cameo_mackerel_tabby_white,cream_cameo_mackerel_tabby_white,canonical,Cream Cameo Mackerel Tabby-White,,,general,silver_tabby,red,orange,dilute,agouti,cameo,white,full,mackerel,unrestricted,true,true,80,332,Cream Cameo Mc Tabby-W,inferred,"正規化: Mc→Mackerel, Tabby-W→Tabby-White / 遺伝子座はマップ未収載のため名前から推定。"
cream_cameo_tabby,cream_cameo_tabby,canonical,Cream Cameo Tabby,,,general,silver_tabby,red,orange,dilute,agouti,cameo,none,full,tabby,unrestricted,true,true,80,329,Cream Cameo Tabby,inferred,遺伝子座はマップ未収載のため名前から推定。
cream_cameo_tabby_white,cream_cameo_tabby_white,canonical,Cream Cameo Tabby-White,,,general,silver_tabby,red,orange,dilute,agouti,cameo,white,full,tabby,unrestricted,true,true,80,331,Cream Cameo Tabby-White,inferred,遺伝子座はマップ未収載のため名前から推定。
cream_silver_tabby_white,cream_silver_tabby_white,canonical,Cream Silver Tabby-White,,,general,silver_tabby,red,orange,dilute,agouti,silver,white,full,tabby,unrestricted,true,true,80,420,Cream Silver Tabby-White,inferred,遺伝子座はマップ未収載のため名前から推定。
cream_smoke,cream_smoke,canonical,Cream Smoke,,,general,smoke,red,orange,dilute,solid,smoke,none,full,none,unrestricted,true,true,80,73,Cream Smoke,current_map,Smoke = solid(a/a) + inhibitor I/-。Shell/Shaded/Chinchilla/Golden(Wb系)とは別系統。
cream_smoke_white,cream_smoke_white,canonical,Cream Smoke-White,,,general,smoke,red,orange,dilute,solid,smoke,white,full,none,unrestricted,true,true,80,51,Cream Smoke-White,current_map,Smoke = solid(a/a) + inhibitor I/-。Shell/Shaded/Chinchilla/Golden(Wb系)とは別系統。
lilac_silver_tabby,lilac_silver_tabby,canonical,Lilac Silver Tabby,,,general,silver_tabby,chocolate,non_orange,dilute,agouti,silver,none,full,tabby,unrestricted,true,true,80,,Lilac Silver Tabby,inferred,遺伝子座はマップ未収載のため名前から推定。
lilac_silver_tabby_white,lilac_silver_tabby_white,canonical,Lilac Silver Tabby-White,,,general,silver_tabby,chocolate,non_orange,dilute,agouti,silver,white,full,tabby,unrestricted,true,true,80,468,Lilac Silver Tabby-White,current_map,
chocolate_silver_patched_tabby,chocolate_silver_patched_tabby,canonical,Chocolate Silver Patched Tabby,,,general,patched_tabby,chocolate,tortie,dense,agouti,silver,none,full,tabby,female_only,true,true,80,,Chocolate Silver Patched Tabby,inferred,遺伝子座はマップ未収載のため名前から推定。
chocolate_silver_patched_tabby_white,chocolate_silver_patched_tabby_white,canonical,Chocolate Silver Patched Tabby-White,,,general,patched_tabby,chocolate,tortie,dense,agouti,silver,white,full,tabby,female_only,true,true,80,,Chocolate Silver Patched Tabby-White,inferred,遺伝子座はマップ未収載のため名前から推定。
lilac_silver_patched_tabby,lilac_silver_patched_tabby,canonical,Lilac Silver Patched Tabby,,,general,patched_tabby,chocolate,tortie,dilute,agouti,silver,none,full,tabby,female_only,true,true,80,,Lilac Silver Patched Tabby,inferred,遺伝子座はマップ未収載のため名前から推定。
lilac_silver_patched_tabby_white,lilac_silver_patched_tabby_white,canonical,Lilac Silver Patched Tabby-White,,,general,patched_tabby,chocolate,tortie,dilute,agouti,silver,white,full,tabby,female_only,true,true,80,,Lilac Silver Patched Tabby-White,inferred,遺伝子座はマップ未収載のため名前から推定。
red_silver_tabby_white,red_silver_tabby_white,canonical,Red Silver Tabby-White,,団体/補足タグ: Cameo,general,silver_tabby,red,orange,dense,agouti,silver,white,full,tabby,unrestricted,true,true,80,397,Red Silver(Cameo)Tabby-W,inferred,正規化: Tabby-W→Tabby-White / 遺伝子座はマップ未収載のため名前から推定。
silver,silver,canonical,Silver,,,general,solid,black,non_orange,dense,solid,silver,none,full,none,unrestricted,true,true,80,14,Silver,current_map,
silver_classic_tabby,silver_classic_tabby,canonical,Silver Classic Tabby,,,general,silver_tabby,black,non_orange,dense,agouti,silver,none,full,classic,unrestricted,true,true,80,482,Silver Classic Tabby,current_map,
silver_classic_tabby_white,silver_classic_tabby_white,canonical,Silver Classic Tabby-White,,map_only: 元データに無く cat_color_genetic_map.csv のみに存在,general,silver_tabby,black,non_orange,dense,agouti,silver,white,full,classic,unrestricted,true,true,80,503,[map] Silver Classic Tabby-White,current_map,
silver_mackerel_tabby,silver_mackerel_tabby,canonical,Silver Mackerel Tabby,,,general,silver_tabby,black,non_orange,dense,agouti,silver,none,full,mackerel,unrestricted,true,true,80,131,Silver Mackerel Tabby,current_map,
silver_mackerel_tabby_white,silver_mackerel_tabby_white,canonical,Silver Mackerel Tabby-White,,,general,silver_tabby,black,non_orange,dense,agouti,silver,white,full,mackerel,unrestricted,true,true,80,181,Silver Mc Tabby-White,current_map,正規化: Mc→Mackerel
silver_patched_classic_tabby,silver_patched_classic_tabby,canonical,Silver Patched Classic Tabby,,map_only: 元データに無く cat_color_genetic_map.csv のみに存在,general,patched_tabby,black,tortie,dense,agouti,silver,none,full,classic,female_only,true,true,80,504,[map] Silver Patched Classic Tabby,current_map,
silver_patched_mackerel_tabby,silver_patched_mackerel_tabby,canonical,Silver Patched Mackerel Tabby,,,general,patched_tabby,black,tortie,dense,agouti,silver,none,full,mackerel,female_only,true,true,80,161,Silver Patched Mc Tabby,current_map,正規化: Mc→Mackerel
silver_patched_mackerel_tabby_white,silver_patched_mackerel_tabby_white,canonical,Silver Patched Mackerel Tabby-White,,,general,patched_tabby,black,tortie,dense,agouti,silver,white,full,mackerel,female_only,true,true,80,201,Silver Pt Mc Tabby-White,current_map,"正規化: Mc→Mackerel, Pt→Patched (Point ではない)"
silver_patched_spotted_tabby,silver_patched_spotted_tabby,canonical,Silver Patched Spotted Tabby,,,general,patched_tabby,black,tortie,dense,agouti,silver,none,full,spotted,female_only,true,true,80,270,Silver Pt Sp Tabby,current_map,"正規化: Pt→Patched (Point ではない), Sp→Spotted"
silver_patched_spotted_tabby_white,silver_patched_spotted_tabby_white,canonical,Silver Patched Spotted Tabby-White,,,general,patched_tabby,black,tortie,dense,agouti,silver,white,full,spotted,female_only,true,true,80,273,Silver Pt Sp Tabby-White,current_map,"正規化: Pt→Patched (Point ではない), Sp→Spotted"
silver_patched_tabby,silver_patched_tabby,canonical,Silver Patched Tabby,,,general,patched_tabby,black,tortie,dense,agouti,silver,none,full,tabby,female_only,true,true,80,160,Silver Patched Tabby,current_map,
silver_patched_tabby_white,silver_patched_tabby_white,canonical,Silver Patched Tabby-White,,,general,patched_tabby,black,tortie,dense,agouti,silver,white,full,tabby,female_only,true,true,80,200,Silver Pt Tabby-White,current_map,正規化: Pt→Patched (Point ではない)
silver_patched_ticked_tabby,silver_patched_ticked_tabby,canonical,Silver Patched Ticked Tabby,,,general,patched_tabby,black,tortie,dense,agouti,silver,none,full,ticked,female_only,true,true,80,473 | 476,Silver Pt Ticked Tabby | Silver Patched Ticked Tabby,current_map,正規化: Pt→Patched (Point ではない)
silver_patched_ticked_tabby_white,silver_patched_ticked_tabby_white,canonical,Silver Patched Ticked Tabby-White,,,general,patched_tabby,black,tortie,dense,agouti,silver,white,full,ticked,female_only,true,true,80,462,Silver Pt Tc Tabby-White,current_map,"正規化: Pt→Patched (Point ではない), Tc→Ticked"
silver_spotted_tabby,silver_spotted_tabby,canonical,Silver Spotted Tabby,,,general,silver_tabby,black,non_orange,dense,agouti,silver,none,full,spotted,unrestricted,true,true,80,230,Silver Spotted Tabby,current_map,
silver_spotted_tabby_white,silver_spotted_tabby_white,canonical,Silver Spotted Tabby-White,,,general,silver_tabby,black,non_orange,dense,agouti,silver,white,full,spotted,unrestricted,true,true,80,240,Silver Sp Tabby-White,current_map,正規化: Sp→Spotted
silver_tabby,silver_tabby,canonical,Silver Tabby,,,general,silver_tabby,black,non_orange,dense,agouti,silver,none,full,tabby,unrestricted,true,true,80,130,Silver Tabby,current_map,
silver_tabby_white,silver_tabby_white,canonical,Silver Tabby-White,,,general,silver_tabby,black,non_orange,dense,agouti,silver,white,full,tabby,unrestricted,true,true,80,180,Silver Tabby-White,current_map,
silver_ticked_tabby,silver_ticked_tabby,canonical,Silver Ticked Tabby,,,general,silver_tabby,black,non_orange,dense,agouti,silver,none,full,ticked,unrestricted,true,true,80,153,Silver Ticked Tabby,current_map,
silver_ticked_tabby_white,silver_ticked_tabby_white,canonical,Silver Ticked Tabby-White,,,general,silver_tabby,black,non_orange,dense,agouti,silver,white,full,ticked,unrestricted,true,true,80,194 | 282,Silver Tc Tabby-White | Silver Ticked Tabby-White,current_map,正規化: Tc→Ticked
silver_white,silver_white,canonical,Silver-White,,,general,solid,black,non_orange,dense,solid,silver,white,full,none,unrestricted,true,true,80,485,Silver-White,current_map,
tortie_smoke,tortie_smoke,canonical,Tortie Smoke,,,general,smoke,black,tortie,dense,solid,smoke,none,full,none,female_only,true,true,80,72,Tortie Smoke,current_map,Smoke = solid(a/a) + inhibitor I/-。Shell/Shaded/Chinchilla/Golden(Wb系)とは別系統。
tortie_smoke_white,tortie_smoke_white,canonical,Tortie Smoke-White,,,general,smoke,black,tortie,dense,solid,smoke,white,full,none,female_only,true,true,80,52,Tortie Smoke-White,current_map,Smoke = solid(a/a) + inhibitor I/-。Shell/Shaded/Chinchilla/Golden(Wb系)とは別系統。
blue_chinchilla_golden,blue_chinchilla_golden,canonical,Blue Chinchilla Golden,Blue Shell Golden,Shell/Chinchilla は計算上同一の shell tipping 概念。黒系/ブルー系は Chinchilla 表記優先 (Shell 表記とも)。,general,shaded,black,non_orange,dilute,agouti,non_silver,none,full,shell,unrestricted,true,true,70,388,Blue Chinchilla Golden,review_required,遺伝子座 (Wb / C系) は要確認。 / Golden = non_silver + agouti + wideband/tipping。i/i のみ・Wb/- のみでは確定しない (要 Wb/- + tipping)。 / PatternState=shell。最終表示は PrimaryName/Aliases/BreedContext/RegistryNotes に従う。
blue_chinchilla_golden_white,blue_chinchilla_golden_white,canonical,Blue Chinchilla Golden-White,Blue Shell Golden-White,Shell/Chinchilla は計算上同一の shell tipping 概念。黒系/ブルー系は Chinchilla 表記優先 (Shell 表記とも)。,general,shaded,black,non_orange,dilute,agouti,non_silver,white,full,shell,unrestricted,true,true,70,,Blue Chinchilla Golden-White,review_required,遺伝子座 (Wb / C系) は要確認。 / Golden = non_silver + agouti + wideband/tipping。i/i のみ・Wb/- のみでは確定しない (要 Wb/- + tipping)。 / PatternState=shell。最終表示は PrimaryName/Aliases/BreedContext/RegistryNotes に従う。 / 遺伝子座はマップ未収載のため名前から推定。
blue_chinchilla_silver,blue_chinchilla_silver,canonical,Blue Chinchilla Silver,Blue Shell Silver,Shell/Chinchilla は計算上同一の shell tipping 概念。黒系/ブルー系は Chinchilla 表記優先 (Shell 表記とも)。,general,shaded,black,non_orange,dilute,solid,silver,none,full,shell,unrestricted,true,true,70,64,Blue Chinchilla Silver,review_required,遺伝子座 (Wb / C系) は要確認。 / PatternState=shell。最終表示は PrimaryName/Aliases/BreedContext/RegistryNotes に従う。
blue_chinchilla_silver_white,blue_chinchilla_silver_white,canonical,Blue Chinchilla Silver-White,Blue Shell Silver-White,Shell/Chinchilla は計算上同一の shell tipping 概念。黒系/ブルー系は Chinchilla 表記優先 (Shell 表記とも)。,general,shaded,black,non_orange,dilute,agouti,silver,white,full,shell,unrestricted,true,true,70,,Blue Chinchilla Silver-White,review_required,遺伝子座 (Wb / C系) は要確認。 / PatternState=shell。最終表示は PrimaryName/Aliases/BreedContext/RegistryNotes に従う。 / 遺伝子座はマップ未収載のため名前から推定。
blue_golden,blue_golden,canonical,Blue Golden,,,general,shaded,black,non_orange,dilute,agouti,non_silver,none,full,shaded,unrestricted,true,true,70,,Blue Golden,review_required,遺伝子座 (Wb / C系) は要確認。 / Golden = non_silver + agouti + wideband/tipping。i/i のみ・Wb/- のみでは確定しない (要 Wb/- + tipping)。 / 親名から Shaded/Chinchilla/Shell の濃淡を推論できない場合の汎用 Golden 表示。
blue_golden_white,blue_golden_white,canonical,Blue Golden-White,,,general,shaded,black,non_orange,dilute,agouti,non_silver,white,full,shaded,unrestricted,true,true,70,,Blue Golden-White,review_required,遺伝子座 (Wb / C系) は要確認。 / Golden = non_silver + agouti + wideband/tipping。i/i のみ・Wb/- のみでは確定しない (要 Wb/- + tipping)。 / 親名から Shaded/Chinchilla/Shell の濃淡を推論できない場合の汎用 Golden 表示。 / 遺伝子座はマップ未収載のため名前から推定。
blue_shaded,blue_shaded,canonical,Blue Shaded,,,general,shaded,black,non_orange,dilute,solid,silver,none,full,shaded,unrestricted,true,true,70,448,Blue Shaded,review_required,"遺伝子座 (Wb / C系) は要確認。 / Shaded = tipping量が Shell/Chinchilla と異なる別概念 (PatternState=shaded, canonical 維持)。"
blue_shaded_golden,blue_shaded_golden,canonical,Blue Shaded Golden,,,general,shaded,black,non_orange,dilute,agouti,non_silver,none,full,shaded,unrestricted,true,true,70,488,Blue Shaded Golden,review_required,遺伝子座 (Wb / C系) は要確認。 / Golden = non_silver + agouti + wideband/tipping。i/i のみ・Wb/- のみでは確定しない (要 Wb/- + tipping)。
blue_shaded_golden_white,blue_shaded_golden_white,canonical,Blue Shaded Golden-White,,,general,shaded,black,non_orange,dilute,agouti,non_silver,white,full,shaded,unrestricted,true,true,70,,Blue Shaded Golden-White,review_required,遺伝子座 (Wb / C系) は要確認。 / Golden = non_silver + agouti + wideband/tipping。i/i のみ・Wb/- のみでは確定しない (要 Wb/- + tipping)。 / 遺伝子座はマップ未収載のため名前から推定。
blue_shaded_silver,blue_shaded_silver,canonical,Blue Shaded Silver,,,general,shaded,black,non_orange,dilute,solid,silver,none,full,shaded,unrestricted,true,true,70,65,Blue Shaded Silver,review_required,"遺伝子座 (Wb / C系) は要確認。 / Shaded = tipping量が Shell/Chinchilla と異なる別概念 (PatternState=shaded, canonical 維持)。"
blue_shaded_silver_white,blue_shaded_silver_white,canonical,Blue Shaded Silver-White,,,general,shaded,black,non_orange,dilute,solid,silver,white,full,shaded,unrestricted,true,true,70,,Blue Shaded Silver-White,review_required,"遺伝子座 (Wb / C系) は要確認。 / Shaded = tipping量が Shell/Chinchilla と異なる別概念 (PatternState=shaded, canonical 維持)。 / 遺伝子座はマップ未収載のため名前から推定。"
chinchilla_golden,chinchilla_golden,canonical,Chinchilla Golden,Shell Golden,Shell/Chinchilla は計算上同一の shell tipping 概念。黒系/ブルー系は Chinchilla 表記優先 (Shell 表記とも)。,general,shaded,unknown,non_orange,dense,agouti,non_silver,none,full,shell,unrestricted,true,true,70,61,Chinchilla Golden,review_required,遺伝子座 (Wb / C系) は要確認。 / Golden = non_silver + agouti + wideband/tipping。i/i のみ・Wb/- のみでは確定しない (要 Wb/- + tipping)。 / PatternState=shell。最終表示は PrimaryName/Aliases/BreedContext/RegistryNotes に従う。
chinchilla_golden_white,chinchilla_golden_white,canonical,Chinchilla Golden-White,Shell Golden-White,Shell/Chinchilla は計算上同一の shell tipping 概念。黒系/ブルー系は Chinchilla 表記優先 (Shell 表記とも)。,general,shaded,unknown,non_orange,dense,agouti,non_silver,white,full,shell,unrestricted,true,true,70,415,Chinchilla Golden-White,review_required,遺伝子座 (Wb / C系) は要確認。 / Golden = non_silver + agouti + wideband/tipping。i/i のみ・Wb/- のみでは確定しない (要 Wb/- + tipping)。 / PatternState=shell。最終表示は PrimaryName/Aliases/BreedContext/RegistryNotes に従う。 / 遺伝子座はマップ未収載のため名前から推定。
chinchilla_silver,chinchilla_silver,canonical,Chinchilla Silver,Shell Silver,Shell/Chinchilla は計算上同一の shell tipping 概念。黒系/ブルー系は Chinchilla 表記優先 (Shell 表記とも)。,general,shaded,black,non_orange,dense,solid,silver,none,full,shell,unrestricted,true,true,70,60,Chinchilla Silver,review_required,遺伝子座 (Wb / C系) は要確認。 / PatternState=shell。最終表示は PrimaryName/Aliases/BreedContext/RegistryNotes に従う。
chinchilla_silver_white,chinchilla_silver_white,canonical,Chinchilla Silver-White,Shell Silver-White,Shell/Chinchilla は計算上同一の shell tipping 概念。黒系/ブルー系は Chinchilla 表記優先 (Shell 表記とも)。,general,shaded,black,non_orange,dense,agouti,silver,white,full,shell,unrestricted,true,true,70,414,Chinchilla Silver-White,review_required,遺伝子座 (Wb / C系) は要確認。 / PatternState=shell。最終表示は PrimaryName/Aliases/BreedContext/RegistryNotes に従う。 / 遺伝子座はマップ未収載のため名前から推定。
cream_shell_cameo,cream_shell_cameo,canonical,Cream Shell Cameo,,Shell/Chinchilla は計算上同一の shell tipping 概念。赤系/クリーム系等は Shell/Shell Cameo 表記優先。,general,shaded,red,orange,dilute,agouti,cameo,none,full,shell,unrestricted,true,true,70,341,Cream Shell Cameo,review_required,遺伝子座 (Wb / C系) は要確認。 / PatternState=shell。最終表示は PrimaryName/Aliases/BreedContext/RegistryNotes に従う。 / 遺伝子座はマップ未収載のため名前から推定。
shaded_cameo,shaded_cameo,canonical,Shaded Cameo,,,general,shaded,red,orange,dense,solid,cameo,none,full,shaded,unrestricted,true,true,70,66,Shaded Cameo,review_required,"遺伝子座 (Wb / C系) は要確認。 / Shaded = tipping量が Shell/Chinchilla と異なる別概念 (PatternState=shaded, canonical 維持)。"
shaded_cameo_white,shaded_cameo_white,canonical,Shaded Cameo-White,,,general,shaded,red,orange,dense,solid,cameo,white,full,shaded,unrestricted,true,true,70,311,Shaded Cameo-White,review_required,"遺伝子座 (Wb / C系) は要確認。 / Shaded = tipping量が Shell/Chinchilla と異なる別概念 (PatternState=shaded, canonical 維持)。"
shaded_chocolate,shaded_chocolate,canonical,Shaded Chocolate,,,general,shaded,chocolate,non_orange,dense,agouti,silver,none,full,shaded,unrestricted,true,true,70,326,Shaded Chocolate,review_required,"遺伝子座 (Wb / C系) は要確認。 / Shaded = tipping量が Shell/Chinchilla と異なる別概念 (PatternState=shaded, canonical 維持)。 / 遺伝子座はマップ未収載のため名前から推定。"
shaded_cream,shaded_cream,canonical,Shaded Cream,,,general,shaded,red,orange,dilute,agouti,silver,none,full,shaded,unrestricted,true,true,70,344,Shaded Cream,review_required,"遺伝子座 (Wb / C系) は要確認。 / Shaded = tipping量が Shell/Chinchilla と異なる別概念 (PatternState=shaded, canonical 維持)。 / 遺伝子座はマップ未収載のため名前から推定。"
shaded_golden,shaded_golden,canonical,Shaded Golden,,,general,shaded,unknown,non_orange,dense,agouti,non_silver,none,full,shaded,unrestricted,true,true,70,63,Shaded Golden,review_required,遺伝子座 (Wb / C系) は要確認。 / Golden = non_silver + agouti + wideband/tipping。i/i のみ・Wb/- のみでは確定しない (要 Wb/- + tipping)。
shaded_golden_white,shaded_golden_white,canonical,Shaded Golden-White,,,general,shaded,unknown,non_orange,dense,agouti,non_silver,white,full,shaded,unrestricted,true,true,70,486,Shaded Golden-White,review_required,遺伝子座 (Wb / C系) は要確認。 / Golden = non_silver + agouti + wideband/tipping。i/i のみ・Wb/- のみでは確定しない (要 Wb/- + tipping)。
shaded_silver,shaded_silver,canonical,Shaded Silver,,,general,shaded,black,non_orange,dense,solid,silver,none,full,shaded,unrestricted,true,true,70,62,Shaded Silver,review_required,"遺伝子座 (Wb / C系) は要確認。 / Shaded = tipping量が Shell/Chinchilla と異なる別概念 (PatternState=shaded, canonical 維持)。"
shaded_silver_white,shaded_silver_white,canonical,Shaded Silver-White,,,general,shaded,black,non_orange,dense,solid,silver,white,full,shaded,unrestricted,true,true,70,354,Shaded Silver-White,review_required,"遺伝子座 (Wb / C系) は要確認。 / Shaded = tipping量が Shell/Chinchilla と異なる別概念 (PatternState=shaded, canonical 維持)。"
shaded_tortie,shaded_tortie,canonical,Shaded Tortie,,,general,shaded,black,tortie,dense,solid,silver,none,full,shaded,female_only,true,true,70,304,Shaded Tortie,review_required,"遺伝子座 (Wb / C系) は要確認。 / Shaded = tipping量が Shell/Chinchilla と異なる別概念 (PatternState=shaded, canonical 維持)。"
shaded_tortie_white,shaded_tortie_white,canonical,Shaded Tortie-White,,,general,shaded,black,tortie,dense,agouti,silver,white,full,shaded,female_only,true,true,70,394,Shaded Tortie-White,review_required,"遺伝子座 (Wb / C系) は要確認。 / Shaded = tipping量が Shell/Chinchilla と異なる別概念 (PatternState=shaded, canonical 維持)。 / 遺伝子座はマップ未収載のため名前から推定。"
